natmass,age,sex,sei10,region,polviews
About right,85,Female,26.2,E. sou. central,Slghtly conservative
Too much,38,Male,73.9,E. sou. central,Moderate
About right,80,Female,29.4,E. sou. central,Moderate
About right,66,Male,60.4,E. sou. central,Conservative
About right,58,Female,38.8,E. sou. central,Extrmly conservative
Too little,75,Female,71.8,E. sou. central,Conservative
Too little,65,Male,67.7,E. sou. central,Slightly liberal
Too much,72,Male,52,E. sou. central,Conservative
Too much,73,Female,0,E. sou. central,Slghtly conservative
Too little,68,Male,52,E. sou. central,Slightly liberal
Too much,75,Female,38.3,E. sou. central,Conservative
About right,56,Male,78.3,E. sou. central,Moderate
Too little,54,Female,13.6,E. sou. central,Slghtly conservative
Too little,79,Female,43,E. sou. central,Conservative
About right,53,Male,84.5,E. sou. central,Slghtly conservative
Too little,39,Male,43,E. sou. central,Moderate
Too little,22,Female,0,E. sou. central,Moderate
About right,43,Male,51.9,E. sou. central,Conservative
Too little,20,Female,35.8,E. sou. central,Extrmly conservative
About right,76,Male,91.9,E. sou. central,Conservative
About right,70,Female,33.4,E. sou. central,Moderate
Too little,69,Male,70.1,E. sou. central,Conservative
Too little,27,Male,59.1,E. sou. central,Moderate
Too little,52,Male,85.2,E. sou. central,Conservative
About right,29,Male,77.2,E. sou. central,Moderate
About right,38,Female,24.1,E. sou. central,Conservative
About right,63,Female,39.7,E. sou. central,Moderate
Too little,35,Female,38.3,E. sou. central,Moderate
About right,44,Female,59.1,E. sou. central,Extrmly conservative
Too little,41,Female,43,E. sou. central,Moderate
Too little,53,Female,17.1,E. sou. central,Liberal
About right,25,Female,58.4,E. sou. central,Moderate
About right,24,Female,21.6,E. sou. central,Extremely liberal
About right,54,Female,43.9,E. sou. central,Moderate
About right,58,Male,46.5,E. sou. central,Slghtly conservative
About right,66,Male,45.4,E. sou. central,Slghtly conservative
Too little,48,Male,27,E. sou. central,Conservative
Too little,39,Female,26.1,E. sou. central,Moderate
Too little,47,Female,91.1,E. sou. central,Liberal
About right,28,Male,25.2,E. sou. central,Moderate
About right,28,Female,38.8,E. sou. central,Extrmly conservative
Too little,76,Female,13.2,E. sou. central,Moderate
About right,55,Male,43.9,E. sou. central,Conservative
About right,72,Male,46.5,E. sou. central,Moderate
About right,78,Female,24.6,E. sou. central,Conservative
About right,67,Female,21.8,E. sou. central,Moderate
Too little,55,Female,62.9,E. sou. central,Slightly liberal
Too much,51,Male,13.6,E. sou. central,Moderate
Too little,55,Male,31,E. sou. central,Liberal
About right,64,Female,65.3,E. sou. central,Moderate
About right,58,Male,62.6,E. sou. central,Liberal
About right,22,Female,63.7,E. sou. central,Moderate
About right,62,Male,86.1,E. sou. central,Conservative
About right,43,Male,25.2,E. sou. central,Moderate
About right,62,Male,62.7,E. sou. central,Slightly liberal
Too little,39,Female,38.8,E. sou. central,Moderate
About right,79,Female,35.8,E. sou. central,Conservative
Too little,80,Female,80.9,E. sou. central,Conservative
About right,22,Male,67.7,E. sou. central,Slightly liberal
Too little,27,Female,38.8,E. sou. central,Slightly liberal
Too little,50,Male,0,E. sou. central,Moderate
About right,42,Female,31.6,E. sou. central,Moderate
Too little,72,Male,54.6,E. sou. central,Slghtly conservative
About right,22,Female,0,E. sou. central,Liberal
Too little,47,Male,25,E. sou. central,Moderate
Too little,50,Male,65.3,E. sou. central,Moderate
Too little,46,Male,56.9,E. sou. central,Moderate
About right,57,Female,43.9,E. sou. central,Conservative
About right,35,Male,57.3,E. sou. central,Moderate
About right,43,Male,57.5,E. sou. central,Moderate
About right,23,Male,13.6,E. sou. central,Moderate
About right,33,Male,41.4,E. sou. central,Slghtly conservative
About right,70,Female,39.7,E. sou. central,Slghtly conservative
Too little,59,Female,41,E. sou. central,Slghtly conservative
About right,82,Female,0,E. sou. central,Moderate
Too little,58,Male,24.1,E. sou. central,Liberal
Too little,25,Male,0,E. sou. central,Conservative
Too much,62,Female,17.1,E. sou. central,Moderate
Too little,28,Female,37.6,E. sou. central,Moderate
About right,34,Male,28.7,E. sou. central,Conservative
About right,33,Male,77.4,E. sou. central,Slghtly conservative
Too little,49,Female,92.8,E. sou. central,Liberal
Too little,52,Male,92.8,E. sou. central,Conservative
Too little,47,Female,84.2,E. sou. central,Moderate
About right,81,Female,38.8,E. sou. central,Conservative
Too little,65,Male,76.3,E. sou. central,Slghtly conservative
Too little,70,Female,92.2,E. sou. central,Slightly liberal
About right,44,Male,20.7,E. nor. central,Moderate
About right,26,Male,32,E. nor. central,Slghtly conservative
About right,62,Male,45.4,E. nor. central,Moderate
Too much,26,Female,24.2,E. nor. central,Moderate
Too little,57,Male,52,E. nor. central,Conservative
Too much,60,Male,22.9,E. nor. central,Liberal
About right,51,Male,25,E. nor. central,Moderate
Too much,73,Female,26.5,E. nor. central,Extrmly conservative
About right,27,Male,57.8,South atlantic,Conservative
About right,27,Male,28.7,South atlantic,Moderate
About right,25,Female,0,South atlantic,Slghtly conservative
Too little,89 or older,Female,31.9,South atlantic,Conservative
About right,84,Male,57.5,South atlantic,Extrmly conservative
About right,46,Male,53.9,South atlantic,Slightly liberal
About right,69,Female,24.2,South atlantic,Extrmly conservative
Too little,44,Female,24.2,South atlantic,Extrmly conservative
About right,40,Male,59.1,South atlantic,Conservative
About right,48,Female,45.1,South atlantic,Conservative
About right,74,Female,20.7,South atlantic,Conservative
About right,67,Male,65.3,South atlantic,Conservative
Too little,54,Female,44.6,South atlantic,Moderate
Too little,61,Male,23.3,South atlantic,Slightly liberal
Too little,61,Male,39.6,South atlantic,Conservative
About right,29,Female,38.8,South atlantic,Extrmly conservative
Too little,37,Male,18.8,South atlantic,Moderate
About right,74,Female,63.7,South atlantic,Moderate
About right,20,Female,20.8,South atlantic,Slghtly conservative
Too little,83,Female,31.9,South atlantic,Moderate
About right,60,Male,28.7,South atlantic,Moderate
About right,42,Female,37.6,South atlantic,Moderate
Too much,44,Male,46.6,South atlantic,Conservative
Too little,39,Male,43.9,South atlantic,Moderate
About right,29,Male,27.7,South atlantic,Slightly liberal
About right,37,Female,72.5,South atlantic,Slightly liberal
Too little,60,Female,75.5,South atlantic,Moderate
Too little,62,Female,60.3,South atlantic,Liberal
Too little,85,Male,91.1,South atlantic,Liberal
About right,33,Male,69.3,South atlantic,Moderate
Too little,30,Male,84.2,South atlantic,Liberal
Too little,78,Male,87.6,South atlantic,Moderate
About right,23,Female,80.9,South atlantic,Moderate
About right,52,Female,20.1,Middle atlantic,Moderate
Too little,62,Male,83.8,Middle atlantic,Moderate
Too little,41,Female,80.9,Middle atlantic,Slghtly conservative
About right,71,Female,84.2,Middle atlantic,Moderate
About right,62,Female,35.8,Middle atlantic,Slghtly conservative
About right,71,Female,80.9,Middle atlantic,Moderate
About right,24,Male,25.2,Middle atlantic,Slightly liberal
Too little,86,Female,38.3,Middle atlantic,Conservative
About right,89 or older,Female,14.8,Middle atlantic,Moderate
Too much,59,Male,32,E. nor. central,Extrmly conservative
About right,37,Female,69.3,E. nor. central,Moderate
About right,67,Female,80.9,E. nor. central,Conservative
About right,44,Female,28.5,E. nor. central,Conservative
About right,67,Female,32,E. nor. central,Slghtly conservative
About right,81,Female,38.8,E. nor. central,Moderate
About right,22,Female,24.2,E. nor. central,Moderate
Too little,63,Male,20.7,E. nor. central,Slghtly conservative
About right,23,Male,39.2,E. nor. central,Liberal
About right,33,Male,84.2,E. nor. central,Liberal
About right,78,Female,38.3,E. nor. central,Moderate
About right,58,Female,21.8,E. nor. central,Conservative
About right,19,Male,13.6,E. nor. central,Extremely liberal
Too little,63,Female,38.3,E. nor. central,Moderate
About right,47,Female,63.7,E. nor. central,Slightly liberal
Too little,22,Female,38.1,E. nor. central,Extrmly conservative
About right,69,Female,59.8,E. nor. central,Moderate
About right,26,Male,99.9,E. nor. central,Moderate
About right,35,Male,22.9,E. nor. central,Extremely liberal
About right,40,Male,10.6,E. nor. central,Moderate
Too much,82,Female,38.8,E. nor. central,Moderate
About right,38,Female,68.6,E. nor. central,Conservative
About right,34,Male,67.8,E. nor. central,Moderate
Too little,26,Female,38.3,E. nor. central,Slghtly conservative
Too little,32,Male,42.9,E. nor. central,Liberal
Too little,60,Male,45.3,E. nor. central,Liberal
Too little,64,Female,60.5,E. nor. central,Moderate
About right,50,Male,20.9,E. nor. central,Moderate
About right,65,Male,45.4,E. nor. central,Moderate
Too little,41,Female,67.7,E. nor. central,Liberal
Too much,88,Male,62.9,E. nor. central,Slghtly conservative
About right,83,Female,38.3,E. nor. central,Slghtly conservative
Too little,62,Female,63.7,E. nor. central,Extremely liberal
About right,52,Male,43.9,E. nor. central,Slghtly conservative
Too little,59,Male,20.7,E. nor. central,Moderate
About right,23,Male,0,E. nor. central,Extremely liberal
About right,22,Male,0,E. nor. central,Slightly liberal
Too little,28,Male,81,E. nor. central,Moderate
Too much,52,Male,68.6,E. nor. central,Slghtly conservative
Too little,54,Female,84.5,E. nor. central,Liberal
Too little,86,Male,84.5,E. nor. central,Liberal
About right,42,Male,77.4,E. nor. central,Moderate
Too little,81,Male,25.2,E. nor. central,Conservative
About right,41,Female,25.7,E. nor. central,Moderate
Too little,57,Male,62,E. nor. central,Slightly liberal
Too little,23,Male,20.7,E. nor. central,Liberal
Too little,50,Female,23.7,E. nor. central,Moderate
Too little,46,Male,75.5,E. nor. central,Conservative
About right,39,Female,80.9,E. nor. central,Liberal
Too little,66,Female,35.8,E. nor. central,Moderate
About right,45,Female,21.8,E. nor. central,Moderate
About right,42,Male,80.7,E. nor. central,Extrmly conservative
About right,60,Male,30.3,E. nor. central,Moderate
About right,33,Male,67.7,E. nor. central,Extrmly conservative
Too little,36,Male,25.2,E. nor. central,Moderate
About right,84,Female,28.6,E. nor. central,Conservative
About right,63,Female,24.2,E. nor. central,Conservative
Too little,60,Female,55.1,E. nor. central,Liberal
Too little,68,Female,82.5,E. nor. central,Conservative
About right,69,Male,62.6,E. nor. central,Moderate
Too much,53,Male,84.2,E. nor. central,Conservative
Too little,81,Male,43.9,E. nor. central,Conservative
Too little,60,Female,59.4,E. nor. central,Liberal
About right,65,Female,24.6,E. nor. central,Moderate
Too little,64,Male,82.5,E. nor. central,Liberal
About right,70,Male,36.2,E. nor. central,Moderate
Too little,30,Male,60.5,E. nor. central,Liberal
About right,31,Female,38.1,E. nor. central,Slightly liberal
About right,35,Male,35.1,E. nor. central,Conservative
About right,56,Female,25,E. nor. central,Moderate
About right,68,Female,39.7,E. nor. central,Slightly liberal
About right,61,Female,57,E. nor. central,Liberal
About right,48,Female,24.2,E. nor. central,Moderate
Too little,53,Female,38.1,E. nor. central,Moderate
About right,32,Male,23.3,E. nor. central,Moderate
Too little,33,Male,13.6,E. nor. central,Slightly liberal
About right,29,Female,13.6,E. nor. central,Moderate
About right,52,Male,20.9,E. nor. central,Moderate
About right,57,Male,27,E. nor. central,Slghtly conservative
About right,31,Female,20.8,E. nor. central,Extrmly conservative
About right,53,Female,20.7,E. nor. central,Moderate
About right,37,Male,83.8,E. nor. central,Slghtly conservative
About right,76,Female,80.9,E. nor. central,Moderate
About right,53,Female,19.6,E. nor. central,Conservative
About right,21,Female,62.1,E. nor. central,Moderate
Too much,53,Male,62,E. nor. central,Conservative
Too little,53,Female,62.1,E. nor. central,Slghtly conservative
Too much,47,Female,82.5,E. nor. central,Slghtly conservative
About right,59,Female,60.5,E. nor. central,Conservative
About right,78,Female,43.9,E. nor. central,Moderate
Too much,49,Male,34.6,E. nor. central,Slghtly conservative
About right,65,Male,57.8,E. nor. central,Conservative
About right,41,Male,27,E. nor. central,Moderate
Too much,64,Male,80.7,E. nor. central,Conservative
About right,32,Female,76.3,E. nor. central,Conservative
About right,78,Female,13.6,E. nor. central,Slightly liberal
About right,48,Female,65.3,E. nor. central,Slghtly conservative
About right,45,Male,32,E. nor. central,Slghtly conservative
Too much,58,Male,23.3,E. nor. central,Slghtly conservative
Too much,55,Female,53.8,E. nor. central,Conservative
About right,46,Male,32,E. nor. central,Slghtly conservative
About right,41,Male,81.6,E. nor. central,Slghtly conservative
About right,80,Male,25.2,E. nor. central,Extrmly conservative
Too much,83,Female,12.4,E. nor. central,Liberal
Too much,85,Female,21.6,E. nor. central,Slghtly conservative
Too little,22,Male,12.6,E. nor. central,Extremely liberal
About right,38,Female,80.9,E. nor. central,Conservative
About right,42,Male,28.1,E. nor. central,Moderate
About right,74,Female,41.4,E. nor. central,Conservative
Too little,29,Female,19.6,E. nor. central,Moderate
About right,37,Male,47.9,E. nor. central,Conservative
Too little,61,Female,37.9,E. nor. central,Liberal
Too little,71,Male,63.7,W. nor. central,Moderate
About right,35,Female,49.2,W. nor. central,Moderate
About right,21,Male,46,W. nor. central,Moderate
About right,63,Female,36.9,W. nor. central,Moderate
About right,67,Male,68,W. nor. central,Moderate
About right,27,Female,24.2,W. nor. central,Conservative
Too little,75,Male,27.2,W. nor. central,Conservative
About right,47,Female,39.7,W. nor. central,Conservative
About right,26,Male,70.5,W. nor. central,Moderate
About right,36,Female,24.2,W. nor. central,Conservative
About right,64,Male,31,W. nor. central,Slightly liberal
About right,81,Male,29.6,W. nor. central,Slghtly conservative
Too little,76,Female,77.2,W. nor. central,Slightly liberal
Too little,23,Female,14,W. nor. central,Slghtly conservative
About right,71,Male,18.6,W. nor. central,Moderate
Too much,30,Male,14.8,W. nor. central,Conservative
About right,39,Female,24,W. nor. central,Moderate
About right,71,Female,68.6,W. nor. central,Moderate
Too much,23,Male,45.1,W. nor. central,Moderate
About right,53,Female,59.8,W. nor. central,Moderate
About right,63,Female,32,W. nor. central,Moderate
Too little,23,Female,84.2,W. nor. central,Liberal
About right,60,Female,26.9,W. nor. central,Slghtly conservative
About right,78,Female,13.6,W. nor. central,Moderate
Too little,32,Male,57.3,W. nor. central,Slghtly conservative
About right,62,Female,70.3,W. nor. central,Moderate
About right,31,Female,69.4,W. nor. central,Moderate
About right,69,Male,57.8,W. nor. central,Slghtly conservative
About right,67,Male,84,W. nor. central,Conservative
Too little,24,Female,65.3,W. nor. central,Liberal
Too little,29,Male,81,W. nor. central,Extremely liberal
Too little,30,Female,18.8,W. nor. central,Extremely liberal
Too much,77,Female,34.7,W. nor. central,Liberal
About right,25,Male,38.1,W. nor. central,Slightly liberal
About right,50,Male,64.5,W. nor. central,Extremely liberal
About right,78,Female,41.1,W. nor. central,Conservative
Too little,33,Male,85.2,W. nor. central,Liberal
About right,67,Male,24.2,W. nor. central,Slightly liberal
Too little,67,Female,38.8,W. nor. central,Moderate
About right,67,Female,37.2,W. nor. central,Moderate
Too little,45,Male,37.6,W. nor. central,Conservative
About right,34,Male,21.8,W. nor. central,Conservative
About right,29,Female,68.6,W. nor. central,Liberal
Too little,84,Female,32.6,W. nor. central,Moderate
Too much,39,Female,21.6,W. nor. central,Moderate
About right,76,Female,38.8,W. nor. central,Moderate
About right,69,Female,71.8,W. nor. central,Moderate
About right,43,Male,67.7,W. nor. central,Moderate
About right,89 or older,Female,99.9,W. nor. central,Extremely liberal
Too little,67,Male,50.1,W. nor. central,Moderate
About right,59,Male,25.2,W. nor. central,Moderate
About right,64,Male,65.3,W. nor. central,Moderate
About right,23,Female,19.6,W. nor. central,Moderate
Too little,32,Male,13.6,W. nor. central,Extremely liberal
About right,46,Female,32.6,W. nor. central,Moderate
Too much,48,Male,0,W. nor. central,Slightly liberal
About right,64,Female,57.5,W. nor. central,Moderate
About right,46,Male,73.5,W. nor. central,Slightly liberal
Too little,86,Male,86.5,W. nor. central,Moderate
Too much,18,Male,18.6,W. nor. central,Slightly liberal
About right,20,Female,35.8,W. nor. central,Moderate
Too little,65,Male,71,W. nor. central,Liberal
Too much,63,Male,32,W. nor. central,Conservative
About right,21,Male,52.9,W. nor. central,Slightly liberal
Too little,33,Male,81.6,W. nor. central,Moderate
About right,22,Female,20.1,W. sou. central,Moderate
About right,32,Male,18.6,W. sou. central,Moderate
About right,57,Male,99.9,W. sou. central,Extrmly conservative
Too little,55,Female,12.6,W. sou. central,Moderate
About right,21,Female,13.6,W. sou. central,Moderate
About right,18,Male,17.5,W. sou. central,Extrmly conservative
Too little,39,Male,34.6,W. sou. central,Extrmly conservative
Too little,27,Male,65.3,W. sou. central,Conservative
Too little,29,Male,32,W. sou. central,Slightly liberal
Too little,70,Female,57.8,W. sou. central,Conservative
About right,41,Female,99.9,W. sou. central,Extrmly conservative
Too little,40,Male,68.6,W. sou. central,Slghtly conservative
About right,20,Female,19.7,W. sou. central,Extrmly conservative
About right,27,Male,23.8,W. sou. central,Slightly liberal
Too little,53,Female,12.6,W. sou. central,Extrmly conservative
Too much,49,Female,12.6,W. sou. central,Slghtly conservative
About right,49,Male,41,W. sou. central,Moderate
Too little,48,Male,50,W. sou. central,Slightly liberal
About right,23,Female,0,W. sou. central,Moderate
About right,61,Male,49.6,W. sou. central,Conservative
About right,77,Female,0,W. sou. central,Extrmly conservative
About right,44,Female,20.1,W. sou. central,Extremely liberal
About right,60,Female,20.7,W. sou. central,Extremely liberal
Too much,51,Female,13.3,W. sou. central,Extremely liberal
Too little,52,Female,38.8,W. sou. central,Conservative
About right,58,Female,84.2,W. sou. central,Slghtly conservative
Too little,56,Male,14,W. sou. central,Moderate
About right,43,Male,31.6,W. sou. central,Conservative
Too little,41,Female,84.2,W. sou. central,Conservative
About right,42,Male,43.4,W. sou. central,Moderate
About right,65,Male,31.6,W. sou. central,Moderate
Too little,19,Male,0,W. sou. central,Moderate
About right,44,Female,84.2,W. sou. central,Slghtly conservative
About right,53,Male,53.9,W. sou. central,Moderate
About right,33,Male,36.7,W. sou. central,Slightly liberal
About right,26,Female,30.9,W. sou. central,Moderate
Too much,56,Female,69.3,W. sou. central,Slghtly conservative
Too little,40,Male,31,W. sou. central,Conservative
About right,59,Male,84.2,W. sou. central,Slghtly conservative
Too little,52,Female,12.6,W. sou. central,Extrmly conservative
About right,60,Male,32,W. sou. central,Extrmly conservative
About right,27,Male,23.3,W. sou. central,Conservative
Too little,70,Male,69.4,W. sou. central,Conservative
About right,38,Female,14.6,W. sou. central,Moderate
Too little,57,Male,45.4,W. sou. central,Extremely liberal
About right,54,Female,13.6,W. sou. central,Slightly liberal
About right,21,Female,21.6,W. sou. central,Moderate
Too little,83,Male,14,W. sou. central,Moderate
About right,46,Female,31.2,W. sou. central,Slightly liberal
About right,24,Male,31,W. sou. central,Moderate
About right,37,Male,25.2,W. sou. central,Slghtly conservative
Too much,47,Female,43.9,W. sou. central,Moderate
About right,24,Female,28.6,W. sou. central,Conservative
Too little,66,Male,28.7,W. sou. central,Conservative
About right,63,Female,43,W. sou. central,Conservative
About right,58,Male,62,W. sou. central,Extrmly conservative
About right,42,Female,21.8,W. sou. central,Slightly liberal
Too little,48,Male,74.8,W. sou. central,Liberal
About right,54,Female,33.4,W. sou. central,Moderate
About right,65,Female,0,W. sou. central,Conservative
Too little,37,Male,62,W. sou. central,Slightly liberal
About right,59,Female,24.2,W. sou. central,Slightly liberal
About right,54,Male,36.4,W. sou. central,Slightly liberal
About right,35,Female,52,W. sou. central,Moderate
About right,29,Female,80.7,W. sou. central,Liberal
Too little,35,Female,13.6,W. sou. central,Moderate
About right,68,Male,18.6,W. sou. central,Liberal
About right,55,Male,13.6,W. sou. central,Moderate
About right,57,Male,45.1,W. sou. central,Slghtly conservative
Too little,78,Male,85,W. sou. central,Slightly liberal
Too little,71,Male,67.7,W. sou. central,Conservative
About right,64,Male,77.4,W. sou. central,Liberal
Too little,57,Female,99.9,W. sou. central,Moderate
Too little,25,Female,35.8,W. sou. central,Moderate
About right,30,Male,65.3,Mountain,Liberal
About right,58,Female,43,Mountain,Conservative
About right,76,Male,67.7,Mountain,Slghtly conservative
About right,28,Female,20.1,Mountain,Liberal
About right,51,Male,25.2,Mountain,Slightly liberal
Too little,35,Male,84,Mountain,Slightly liberal
About right,22,Female,24.2,Mountain,Conservative
About right,25,Female,82.4,Mountain,Moderate
Too little,59,Female,61.4,Mountain,Slghtly conservative
Too much,55,Female,37.2,Mountain,Conservative
Too little,84,Male,55.3,Mountain,Conservative
Too little,55,Female,13.6,Mountain,Moderate
Too much,79,Male,24.8,Mountain,Slightly liberal
About right,84,Female,76.3,Mountain,Conservative
Too much,65,Female,84.2,Mountain,Moderate
Too much,61,Male,77.4,Mountain,Liberal
About right,26,Female,19.6,Mountain,Slghtly conservative
Too little,57,Female,50.3,Mountain,Moderate
About right,31,Female,84.2,Mountain,Slightly liberal
About right,38,Male,67.7,Mountain,Slghtly conservative
About right,51,Male,32,Mountain,Extrmly conservative
About right,55,Male,71.4,Mountain,Conservative
Too little,46,Female,43,Mountain,Moderate
Too little,80,Female,52.6,Mountain,Moderate
About right,53,Male,23.3,Mountain,Moderate
Too little,31,Male,13.6,Mountain,Moderate
About right,53,Male,24,Mountain,Slghtly conservative
About right,24,Female,25.7,Mountain,Moderate
About right,63,Female,61.4,Mountain,Liberal
About right,38,Male,79.4,Mountain,Slghtly conservative
About right,44,Male,68.6,Mountain,Moderate
Too little,54,Female,39.7,Mountain,Moderate
About right,75,Male,55.3,Mountain,Slightly liberal
Too little,52,Female,70.3,Mountain,Liberal
Too little,54,Female,68.6,Mountain,Conservative
About right,43,Female,75.5,Mountain,Conservative
Too little,31,Male,74.8,Mountain,Conservative
About right,48,Female,38.8,Mountain,Slghtly conservative
About right,86,Male,77.4,Mountain,Conservative
About right,50,Female,76.7,Mountain,Moderate
Too little,58,Female,49.6,Mountain,Slghtly conservative
About right,50,Female,38.1,Mountain,Conservative
Too little,62,Female,76.3,Mountain,Moderate
Too much,60,Male,68,Mountain,Conservative
About right,20,Female,21.8,Mountain,Moderate
Too little,30,Female,60.5,Mountain,Liberal
About right,35,Male,37.6,Mountain,Conservative
Too little,68,Male,83.8,Mountain,Liberal
Too much,60,Male,20.7,Mountain,Slghtly conservative
Too little,36,Female,73.9,Mountain,Liberal
Too little,58,Female,35.8,Mountain,Extremely liberal
Too little,71,Female,76.3,Mountain,Extrmly conservative
Too little,22,Male,32,Mountain,Conservative
Too little,59,Female,28.7,Mountain,Moderate
Too little,37,Female,52,Mountain,Conservative
About right,25,Female,60.1,Mountain,Moderate
About right,30,Female,37.6,Mountain,Moderate
Too little,61,Male,77.4,Mountain,Moderate
About right,44,Female,37.6,Mountain,Slightly liberal
About right,36,Female,24.2,Mountain,Slightly liberal
Too little,68,Female,62.6,Mountain,Liberal
About right,39,Female,20.1,Pacific,Liberal
About right,46,Male,31.2,Pacific,Conservative
About right,20,Female,37.6,Pacific,Moderate
About right,64,Female,0,Pacific,Moderate
About right,49,Male,14,Pacific,Moderate
Too much,42,Female,14,Pacific,Slightly liberal
About right,53,Male,23,Pacific,Conservative
About right,28,Male,34.7,Pacific,Liberal
Too much,68,Male,14,Pacific,Moderate
About right,19,Male,13.6,Pacific,Moderate
Too much,52,Female,57.5,Pacific,Moderate
Too little,66,Female,54.6,Pacific,Moderate
Too much,42,Female,60.3,Pacific,Slightly liberal
Too much,33,Male,31.5,Pacific,Liberal
About right,29,Male,50.4,Pacific,Moderate
Too little,39,Female,37.6,Pacific,Slghtly conservative
Too much,37,Male,18.6,Pacific,Moderate
About right,54,Male,31.2,Pacific,Moderate
Too little,22,Female,19.6,Pacific,Slightly liberal
Too little,21,Male,31.1,Pacific,Moderate
Too much,19,Male,18.8,Pacific,Slghtly conservative
About right,49,Male,23.3,Pacific,Moderate
About right,34,Male,25.2,Pacific,Slightly liberal
About right,33,Female,14,Pacific,Moderate
Too little,36,Female,59.8,Pacific,Moderate
About right,30,Female,21.6,Pacific,Moderate
Too little,67,Male,81,Pacific,Extremely liberal
About right,66,Female,24.2,Pacific,Moderate
About right,33,Male,14,Pacific,Slghtly conservative
About right,50,Female,38.8,Pacific,Conservative
Too little,86,Female,52.6,Pacific,Slghtly conservative
Too little,31,Female,99.9,Pacific,Conservative
Too much,56,Male,31.2,Pacific,Extrmly conservative
Too little,29,Female,51.5,Pacific,Extremely liberal
Too little,69,Male,32,Pacific,Slightly liberal
Too little,31,Female,46.5,Pacific,Extrmly conservative
Too much,67,Male,32,Pacific,Extrmly conservative
Too little,59,Female,14,Pacific,Moderate
Too much,61,Male,20.5,Pacific,Liberal
Too little,56,Female,28.6,Pacific,Moderate
Too little,37,Female,82.5,Pacific,Slightly liberal
About right,67,Male,67.7,Pacific,Moderate
About right,61,Female,24.2,Pacific,Liberal
About right,42,Male,26.1,Pacific,Conservative
About right,56,Female,63.7,Pacific,Moderate
About right,59,Female,24.2,Pacific,Liberal
About right,68,Female,84.2,Pacific,Liberal
About right,62,Female,52,Pacific,Liberal
Too little,27,Female,71.7,Pacific,Slghtly conservative
Too little,69,Female,20.7,Pacific,Extremely liberal
About right,38,Female,26.1,Pacific,Slightly liberal
About right,63,Male,84.2,Pacific,Conservative
About right,81,Female,41,Pacific,Conservative
About right,20,Female,0,Pacific,Slghtly conservative
Too little,26,Female,37.6,Pacific,Liberal
About right,24,Female,28.6,Pacific,Slghtly conservative
Too little,35,Female,62.9,Pacific,Liberal
About right,52,Male,62,Pacific,Slghtly conservative
Too little,43,Female,78.3,Pacific,Slightly liberal
About right,68,Female,31.6,Pacific,Slghtly conservative
Too little,77,Male,89.3,Pacific,Liberal
About right,22,Male,39.7,Pacific,Moderate
Too little,58,Female,88.7,Pacific,Liberal
Too little,24,Female,0,Pacific,Liberal
Too little,23,Male,10.6,Pacific,Moderate
About right,53,Female,84.2,Pacific,Extrmly conservative
Too much,70,Male,38.3,Pacific,Extrmly conservative
Too little,45,Male,20.7,Pacific,Moderate
Too little,72,Male,20.7,Pacific,Extremely liberal
About right,23,Male,37.6,Pacific,Slightly liberal
About right,19,Male,14,Pacific,Slghtly conservative
Too much,70,Male,63.1,Pacific,Moderate
Too much,53,Male,28.7,Pacific,Slightly liberal
Too much,85,Male,52.4,Pacific,Conservative
About right,57,Female,45.3,Pacific,Slghtly conservative
About right,62,Female,31.3,Pacific,Moderate
About right,64,Female,24.6,Pacific,Liberal
Too much,62,Female,13.3,Pacific,Moderate
About right,51,Female,31.1,Pacific,Extrmly conservative
About right,36,Female,88.7,Pacific,Slghtly conservative
About right,20,Female,0,Pacific,Extremely liberal
About right,26,Male,13.6,Pacific,Slightly liberal
Too little,64,Male,23,Pacific,Slghtly conservative
Too little,46,Female,84.5,Pacific,Liberal
Too little,25,Female,17,Pacific,Slightly liberal
About right,69,Male,53.8,Pacific,Liberal
About right,62,Female,35.8,Pacific,Extremely liberal
About right,65,Female,13.6,Pacific,Liberal
About right,26,Male,69.3,Pacific,Slghtly conservative
About right,25,Male,43,Pacific,Liberal
About right,55,Male,20.7,Pacific,Slightly liberal
About right,34,Male,32,Pacific,Moderate
Too little,39,Female,38.3,Pacific,Liberal
Too little,61,Male,78.3,Pacific,Extremely liberal
Too little,48,Male,57.5,Pacific,Moderate
About right,46,Female,32.6,Pacific,Conservative
Too much,73,Male,67.7,Pacific,Conservative
About right,83,Female,86.1,Pacific,Slghtly conservative
Too much,56,Male,45.1,Pacific,Conservative
Too much,61,Male,27.4,Pacific,Slghtly conservative
Too much,50,Female,49.4,Pacific,Slghtly conservative
About right,57,Female,24.2,Pacific,Moderate
About right,78,Male,46,Pacific,Moderate
Too little,31,Female,26.1,Pacific,Slightly liberal
About right,73,Male,60.1,Pacific,Moderate
Too much,67,Male,59,Pacific,Slghtly conservative
Too little,71,Female,80.2,Pacific,Moderate
Too little,55,Female,0,Pacific,Conservative
Too much,58,Male,25.2,Pacific,Moderate
About right,43,Female,0,Pacific,Slightly liberal
About right,42,Male,28.7,Pacific,Extrmly conservative
Too much,45,Female,38.8,Pacific,Conservative
About right,49,Female,39.7,Pacific,Moderate
Too little,50,Female,62.9,Pacific,Liberal
About right,76,Male,80.9,Pacific,Moderate
Too little,28,Female,39.7,Mountain,Moderate
About right,51,Female,0,Mountain,Moderate
