dep_time,flight,origin,dest,air_time,distance,carrier,date,arr_delay,time_hour
1230,4404,JFK,RDU,88,427,MQ,2013-01-03,on_time,2013-01-03T17:00:00Z
1527,1734,JFK,BTV,47,266,B6,2013-10-06,late,2013-10-06T18:00:00Z
802,2702,JFK,BUF,52,301,B6,2013-07-27,on_time,2013-07-27T11:00:00Z
828,1157,EWR,MSP,147,1008,DL,2013-10-16,on_time,2013-10-16T12:00:00Z
2037,619,JFK,JAX,110,828,B6,2013-03-06,on_time,2013-03-07T01:00:00Z
1908,2603,LGA,BNA,107,764,WN,2013-06-07,late,2013-06-07T22:00:00Z
1123,4235,EWR,MCI,169,1092,EV,2013-03-04,on_time,2013-03-04T16:00:00Z
2024,985,JFK,BOS,42,187,DL,2013-04-03,on_time,2013-04-04T00:00:00Z
1438,5483,LGA,BGR,54,378,EV,2013-07-02,on_time,2013-07-02T18:00:00Z
2128,3267,EWR,DCA,46,199,EV,2013-02-26,on_time,2013-02-27T02:00:00Z
1330,456,JFK,PHX,294,2153,US,2013-11-24,on_time,2013-11-24T18:00:00Z
2024,2314,JFK,BOS,41,187,AA,2013-11-08,on_time,2013-11-09T01:00:00Z
1919,373,JFK,CLT,97,541,US,2013-04-01,late,2013-04-01T22:00:00Z
929,3565,LGA,CLT,78,544,MQ,2013-10-15,on_time,2013-10-15T13:00:00Z
1453,127,JFK,DTW,80,509,DL,2013-08-07,on_time,2013-08-07T18:00:00Z
317,745,JFK,PSE,199,1617,B6,2013-06-28,late,2013-06-29T03:00:00Z
2151,1201,JFK,FLL,137,1069,B6,2013-08-03,on_time,2013-08-04T01:00:00Z
751,2267,LGA,MIA,154,1096,AA,2013-03-23,on_time,2013-03-23T11:00:00Z
1823,359,LGA,ORD,117,733,AA,2013-12-27,on_time,2013-12-27T23:00:00Z
1615,1467,LGA,MIA,145,1096,AA,2013-07-15,on_time,2013-07-15T20:00:00Z
936,3608,JFK,PHL,26,94,9E,2013-06-17,on_time,2013-06-17T13:00:00Z
800,2245,JFK,MIA,160,1089,DL,2013-02-28,on_time,2013-02-28T13:00:00Z
1253,1978,JFK,CLT,89,541,US,2013-10-07,late,2013-10-07T16:00:00Z
1557,847,LGA,ATL,118,762,DL,2013-04-12,on_time,2013-04-12T19:00:00Z
2035,3395,JFK,DCA,39,213,9E,2013-10-20,on_time,2013-10-21T00:00:00Z
1552,1902,LGA,PBI,169,1035,DL,2013-04-12,late,2013-04-12T19:00:00Z
800,382,LGA,TPA,136,1010,DL,2013-12-04,on_time,2013-12-04T13:00:00Z
951,2142,LGA,BOS,34,184,US,2013-10-08,on_time,2013-10-08T14:00:00Z
1347,316,JFK,SYR,48,209,B6,2013-06-22,late,2013-06-22T16:00:00Z
1857,947,LGA,ATL,115,762,DL,2013-02-18,on_time,2013-02-18T23:00:00Z
1153,1180,EWR,MCO,151,937,UA,2013-12-10,late,2013-12-10T16:00:00Z
825,4388,EWR,JAX,114,820,EV,2013-07-21,on_time,2013-07-21T12:00:00Z
755,556,EWR,LAX,312,2454,UA,2013-04-30,on_time,2013-04-30T12:00:00Z
2129,97,JFK,DEN,217,1626,B6,2013-10-12,on_time,2013-10-13T01:00:00Z
1327,705,JFK,SJU,194,1598,B6,2013-04-30,on_time,2013-04-30T17:00:00Z
529,1431,EWR,CLT,76,529,US,2013-04-17,on_time,2013-04-17T09:00:00Z
543,1014,LGA,IAH,198,1416,UA,2013-11-09,on_time,2013-11-09T10:00:00Z
1553,4,JFK,SJU,201,1598,DL,2013-09-08,on_time,2013-09-08T19:00:00Z
1852,148,EWR,SAN,305,2425,UA,2013-04-27,on_time,2013-04-27T22:00:00Z
1723,3310,JFK,MCI,158,1113,9E,2013-07-02,late,2013-07-02T21:00:00Z
1949,1482,EWR,SFO,360,2565,UA,2013-01-27,on_time,2013-01-28T00:00:00Z
702,3842,EWR,GRR,102,605,EV,2013-11-05,on_time,2013-11-05T12:00:00Z
1657,525,LGA,IAH,195,1416,UA,2013-09-04,on_time,2013-09-04T21:00:00Z
654,208,JFK,BUF,58,301,B6,2013-04-26,on_time,2013-04-26T10:00:00Z
1628,17,JFK,PHX,295,2153,US,2013-07-31,on_time,2013-07-31T20:00:00Z
1039,5711,JFK,IAD,71,228,EV,2013-10-11,late,2013-10-11T13:00:00Z
1023,925,JFK,TPA,129,1005,B6,2013-08-25,on_time,2013-08-25T14:00:00Z
1831,269,JFK,SEA,346,2422,AA,2013-04-27,on_time,2013-04-27T22:00:00Z
1748,3301,LGA,RDU,64,431,MQ,2013-09-09,on_time,2013-09-09T21:00:00Z
1044,1903,LGA,SRQ,154,1047,DL,2013-04-07,on_time,2013-04-07T14:00:00Z
1402,4434,EWR,MHT,41,209,EV,2013-04-08,on_time,2013-04-08T17:00:00Z
626,575,EWR,ATL,103,746,DL,2013-05-25,on_time,2013-05-25T10:00:00Z
1913,1629,JFK,LAS,305,2248,DL,2013-08-11,on_time,2013-08-11T23:00:00Z
803,3538,JFK,MSP,163,1029,9E,2013-03-18,on_time,2013-03-18T12:00:00Z
1747,1703,EWR,BOS,39,200,UA,2013-05-03,on_time,2013-05-03T21:00:00Z
1934,208,EWR,SEA,308,2402,UA,2013-10-23,on_time,2013-10-23T23:00:00Z
702,671,JFK,LAX,381,2475,B6,2013-01-01,late,2013-01-01T12:00:00Z
611,1183,EWR,RSW,157,1068,UA,2013-07-29,on_time,2013-07-29T10:00:00Z
1854,2140,LGA,BOS,38,184,US,2013-03-22,on_time,2013-03-22T23:00:00Z
600,1175,LGA,MIA,158,1096,AA,2013-12-09,on_time,2013-12-09T11:00:00Z
1446,1122,EWR,PBI,144,1023,UA,2013-03-14,on_time,2013-03-14T18:00:00Z
814,2442,JFK,FLL,161,1069,DL,2013-12-28,on_time,2013-12-28T13:00:00Z
1649,1715,LGA,MSY,182,1183,DL,2013-03-23,on_time,2013-03-23T20:00:00Z
1347,927,EWR,MCO,134,937,B6,2013-11-16,on_time,2013-11-16T19:00:00Z
1140,3546,LGA,MSP,151,1020,MQ,2013-07-30,on_time,2013-07-30T15:00:00Z
1905,2159,JFK,MCO,131,944,DL,2013-11-14,on_time,2013-11-15T00:00:00Z
1020,4374,EWR,RDU,70,416,EV,2013-08-04,on_time,2013-08-04T14:00:00Z
1248,4106,EWR,BNA,106,748,EV,2013-03-25,on_time,2013-03-25T16:00:00Z
1925,3373,JFK,RDU,74,427,9E,2013-01-08,on_time,2013-01-09T00:00:00Z
1305,3316,EWR,HOU,189,1411,WN,2013-07-07,on_time,2013-07-07T16:00:00Z
645,5747,LGA,IAD,52,229,EV,2013-10-20,late,2013-10-20T10:00:00Z
2111,1020,JFK,BOS,45,187,B6,2013-03-01,on_time,2013-03-02T01:00:00Z
2007,4691,EWR,PWM,51,284,EV,2013-05-25,on_time,2013-05-25T23:00:00Z
1157,1947,LGA,ATL,124,762,DL,2013-10-20,on_time,2013-10-20T15:00:00Z
758,553,EWR,RSW,165,1068,B6,2013-02-17,on_time,2013-02-17T13:00:00Z
715,346,LGA,IAH,202,1416,UA,2013-08-18,on_time,2013-08-18T11:00:00Z
554,4150,EWR,CVG,106,569,EV,2013-12-16,on_time,2013-12-16T11:00:00Z
1304,1006,JFK,BOS,37,187,B6,2013-01-20,on_time,2013-01-20T17:00:00Z
1720,1999,EWR,MIA,184,1085,AA,2013-03-11,late,2013-03-11T21:00:00Z
1647,2949,JFK,BNA,115,765,MQ,2013-08-16,on_time,2013-08-16T20:00:00Z
1516,4580,EWR,MKE,104,725,EV,2013-07-17,on_time,2013-07-17T19:00:00Z
1858,645,LGA,ATL,142,762,FL,2013-04-11,late,2013-04-11T22:00:00Z
738,440,JFK,SEA,318,2422,DL,2013-12-24,on_time,2013-12-24T12:00:00Z
1723,5824,EWR,ORF,50,284,EV,2013-07-17,on_time,2013-07-17T21:00:00Z
1740,841,JFK,SFO,330,2586,DL,2013-09-27,on_time,2013-09-27T21:00:00Z
733,885,JFK,RDU,70,427,B6,2013-12-03,on_time,2013-12-03T12:00:00Z
1911,3349,LGA,MSP,156,1020,MQ,2013-11-24,late,2013-11-24T23:00:00Z
2017,345,LGA,ORD,124,733,AA,2013-11-11,late,2013-11-11T22:00:00Z
1346,2175,LGA,DCA,42,214,US,2013-01-27,late,2013-01-27T18:00:00Z
2128,523,JFK,LAX,293,2475,B6,2013-07-17,on_time,2013-07-18T00:00:00Z
1317,1219,EWR,DFW,236,1372,UA,2013-02-21,on_time,2013-02-21T18:00:00Z
801,561,LGA,DEN,216,1620,UA,2013-08-14,on_time,2013-08-14T12:00:00Z
1847,4131,EWR,RIC,47,277,EV,2013-08-16,on_time,2013-08-16T22:00:00Z
1158,4097,JFK,BWI,39,184,9E,2013-07-02,on_time,2013-07-02T15:00:00Z
1948,2195,LGA,DCA,41,214,US,2013-09-19,on_time,2013-09-20T00:00:00Z
1522,5199,LGA,CHS,83,641,EV,2013-09-19,on_time,2013-09-19T19:00:00Z
1256,315,JFK,SJU,186,1598,DL,2013-05-27,on_time,2013-05-27T17:00:00Z
1703,1999,EWR,MIA,184,1085,AA,2013-07-13,on_time,2013-07-13T21:00:00Z
1850,4626,LGA,CMH,82,479,MQ,2013-04-25,late,2013-04-25T22:00:00Z
2155,515,EWR,FLL,148,1065,B6,2013-03-03,on_time,2013-03-04T02:00:00Z
1302,431,LGA,SRQ,154,1047,B6,2013-04-24,on_time,2013-04-24T17:00:00Z
858,120,JFK,LAX,336,2475,DL,2013-06-18,on_time,2013-06-18T13:00:00Z
1617,1410,LGA,MIA,152,1096,AA,2013-11-06,on_time,2013-11-06T21:00:00Z
2102,1180,EWR,SJU,199,1608,UA,2013-01-01,on_time,2013-01-02T02:00:00Z
1651,185,JFK,SAN,329,2446,B6,2013-01-18,on_time,2013-01-18T21:00:00Z
855,3611,JFK,PIT,64,340,9E,2013-08-06,late,2013-08-06T12:00:00Z
2100,363,LGA,ORD,116,733,AA,2013-06-18,late,2013-06-18T23:00:00Z
1558,2806,LGA,HOU,195,1428,WN,2013-11-13,on_time,2013-11-13T20:00:00Z
2206,2144,LGA,BOS,33,184,US,2013-06-12,late,2013-06-13T01:00:00Z
1146,5795,EWR,PIT,49,319,EV,2013-07-17,on_time,2013-07-17T15:00:00Z
601,1837,LGA,MIA,151,1096,AA,2013-01-29,on_time,2013-01-29T11:00:00Z
755,2267,LGA,MIA,152,1096,AA,2013-12-28,on_time,2013-12-28T13:00:00Z
1522,4581,EWR,MKE,117,725,EV,2013-01-03,on_time,2013-01-03T20:00:00Z
832,1072,EWR,FLL,145,1065,UA,2013-01-27,on_time,2013-01-27T13:00:00Z
1131,673,JFK,LAX,343,2475,B6,2013-01-13,on_time,2013-01-13T16:00:00Z
814,3355,LGA,BNA,105,764,MQ,2013-06-25,on_time,2013-06-25T12:00:00Z
700,4137,EWR,ATL,110,746,EV,2013-05-10,on_time,2013-05-10T11:00:00Z
1013,5806,EWR,OMA,148,1134,EV,2013-07-18,on_time,2013-07-18T14:00:00Z
1758,359,JFK,BUR,346,2465,B6,2013-10-18,on_time,2013-10-18T22:00:00Z
1051,971,LGA,FLL,160,1076,B6,2013-12-16,on_time,2013-12-16T15:00:00Z
1250,3388,LGA,CMH,70,479,MQ,2013-09-04,on_time,2013-09-04T17:00:00Z
1752,1141,EWR,SFO,344,2565,UA,2013-06-23,late,2013-06-23T21:00:00Z
1737,4202,EWR,STL,144,872,EV,2013-02-05,late,2013-02-05T21:00:00Z
1743,5678,EWR,CVG,95,569,EV,2013-04-23,late,2013-04-23T19:00:00Z
1603,2933,JFK,RDU,71,427,9E,2013-12-19,on_time,2013-12-19T21:00:00Z
853,4087,EWR,IND,91,645,EV,2013-09-06,on_time,2013-09-06T13:00:00Z
917,1223,EWR,DFW,178,1372,AA,2013-06-23,on_time,2013-06-23T13:00:00Z
1856,1465,JFK,SFO,322,2586,DL,2013-09-09,on_time,2013-09-09T23:00:00Z
1531,1554,EWR,LAX,337,2454,UA,2013-10-16,on_time,2013-10-16T19:00:00Z
617,4252,EWR,MKE,106,725,EV,2013-09-17,on_time,2013-09-17T10:00:00Z
1833,2405,JFK,PHX,281,2153,DL,2013-09-01,on_time,2013-09-01T22:00:00Z
1810,3400,JFK,MKE,118,745,9E,2013-08-13,late,2013-08-13T20:00:00Z
904,4252,EWR,MKE,97,725,EV,2013-10-09,on_time,2013-10-09T12:00:00Z
1559,1105,JFK,ORD,144,740,B6,2013-09-11,late,2013-09-11T20:00:00Z
1825,3555,LGA,BUF,52,292,9E,2013-09-07,on_time,2013-09-07T22:00:00Z
900,1643,EWR,DEN,239,1605,UA,2013-02-01,on_time,2013-02-01T14:00:00Z
829,4583,EWR,PWM,48,284,EV,2013-06-16,on_time,2013-06-16T12:00:00Z
1017,1745,EWR,CLT,74,529,US,2013-09-12,on_time,2013-09-12T14:00:00Z
1656,2183,LGA,DCA,45,214,US,2013-03-11,on_time,2013-03-11T21:00:00Z
1656,703,JFK,SJU,200,1598,B6,2013-05-10,on_time,2013-05-10T21:00:00Z
655,347,JFK,SFO,325,2586,UA,2013-09-06,on_time,2013-09-06T11:00:00Z
1137,133,JFK,RSW,168,1074,B6,2013-02-04,on_time,2013-02-04T16:00:00Z
634,226,EWR,IAH,165,1400,UA,2013-07-19,on_time,2013-07-19T10:00:00Z
1137,1618,EWR,TPA,134,997,UA,2013-10-14,on_time,2013-10-14T15:00:00Z
749,389,LGA,MCO,134,950,B6,2013-04-07,on_time,2013-04-07T11:00:00Z
2006,1147,LGA,ATL,106,762,DL,2013-12-18,on_time,2013-12-19T01:00:00Z
1952,3674,LGA,CLE,64,419,MQ,2013-11-27,late,2013-11-27T23:00:00Z
1630,3,EWR,DEN,208,1605,WN,2013-02-28,on_time,2013-02-28T21:00:00Z
2229,4700,EWR,CLT,77,529,EV,2013-05-15,late,2013-05-16T00:00:00Z
1014,1808,EWR,CLT,94,529,US,2013-10-18,on_time,2013-10-18T14:00:00Z
633,4422,EWR,PIT,60,319,EV,2013-10-11,on_time,2013-10-11T10:00:00Z
614,483,EWR,MCO,117,937,UA,2013-06-01,on_time,2013-06-01T10:00:00Z
1702,36,JFK,ROC,51,264,B6,2013-01-21,on_time,2013-01-21T22:00:00Z
1816,373,JFK,CLT,78,541,US,2013-03-06,on_time,2013-03-06T23:00:00Z
1819,391,LGA,MCO,138,950,B6,2013-06-10,on_time,2013-06-10T21:00:00Z
2141,3833,EWR,STL,136,872,EV,2013-01-10,late,2013-01-11T01:00:00Z
2047,677,JFK,LAX,320,2475,B6,2013-03-13,on_time,2013-03-14T00:00:00Z
726,2020,EWR,BNA,131,748,WN,2013-12-14,on_time,2013-12-14T12:00:00Z
800,219,JFK,CLT,78,541,B6,2013-04-11,on_time,2013-04-11T12:00:00Z
1914,4227,EWR,GRR,102,605,EV,2013-01-04,late,2013-01-04T23:00:00Z
931,407,JFK,LAX,345,2475,VX,2013-12-21,on_time,2013-12-21T14:00:00Z
1823,1729,EWR,LAS,306,2227,UA,2013-03-26,on_time,2013-03-26T22:00:00Z
1353,348,LGA,MDW,121,725,WN,2013-01-20,on_time,2013-01-20T18:00:00Z
832,4175,EWR,AVL,82,583,EV,2013-05-01,on_time,2013-05-01T12:00:00Z
2143,195,EWR,SJU,200,1608,UA,2013-07-20,late,2013-07-21T00:00:00Z
1757,507,LGA,DEN,235,1620,F9,2013-11-15,late,2013-11-15T22:00:00Z
1604,4172,JFK,CLE,73,425,MQ,2013-05-25,late,2013-05-25T18:00:00Z
1243,3316,EWR,HOU,195,1411,WN,2013-07-04,on_time,2013-07-04T16:00:00Z
1250,1459,LGA,CLT,96,544,US,2013-04-28,on_time,2013-04-28T16:00:00Z
1932,4312,EWR,DCA,39,199,EV,2013-08-19,on_time,2013-08-19T23:00:00Z
1741,884,LGA,DEN,220,1620,DL,2013-06-01,on_time,2013-06-01T21:00:00Z
1458,883,EWR,DFW,162,1372,AA,2013-08-25,on_time,2013-08-25T19:00:00Z
1655,575,JFK,EGE,248,1746,AA,2013-03-07,on_time,2013-03-07T22:00:00Z
906,5109,LGA,CHS,90,641,EV,2013-07-22,on_time,2013-07-22T13:00:00Z
1526,4146,JFK,CMH,83,483,MQ,2013-03-31,on_time,2013-03-31T19:00:00Z
1432,357,LGA,ATL,105,762,FL,2013-04-05,on_time,2013-04-05T18:00:00Z
550,371,LGA,FLL,138,1076,B6,2013-09-24,on_time,2013-09-24T10:00:00Z
1205,143,JFK,RSW,149,1074,B6,2013-06-14,on_time,2013-06-14T16:00:00Z
14,1371,LGA,FLL,152,1076,B6,2013-12-17,late,2013-12-18T02:00:00Z
1255,1700,EWR,SFO,315,2565,UA,2013-08-23,on_time,2013-08-23T16:00:00Z
1048,1110,EWR,LAS,303,2227,UA,2013-10-24,on_time,2013-10-24T14:00:00Z
2247,112,JFK,BUF,56,301,B6,2013-03-04,on_time,2013-03-05T03:00:00Z
1439,1819,LGA,MSP,142,1020,DL,2013-09-24,on_time,2013-09-24T18:00:00Z
1652,575,JFK,EGE,247,1746,AA,2013-03-26,on_time,2013-03-26T21:00:00Z
1910,3349,LGA,MSP,135,1020,MQ,2013-08-18,on_time,2013-08-18T22:00:00Z
724,831,LGA,DTW,81,502,DL,2013-11-04,on_time,2013-11-04T12:00:00Z
1003,673,LGA,ORD,141,733,UA,2013-12-09,late,2013-12-09T15:00:00Z
824,487,JFK,CLT,77,541,US,2013-03-30,on_time,2013-03-30T12:00:00Z
1727,1185,EWR,SLC,286,1969,DL,2013-01-11,on_time,2013-01-11T22:00:00Z
1932,3429,JFK,JAX,117,828,9E,2013-08-03,on_time,2013-08-03T23:00:00Z
558,371,LGA,FLL,173,1076,B6,2013-01-20,on_time,2013-01-20T11:00:00Z
2104,3830,EWR,RIC,52,277,EV,2013-08-04,on_time,2013-08-05T00:00:00Z
1607,3359,JFK,BOS,34,187,9E,2013-04-08,on_time,2013-04-08T20:00:00Z
1630,4091,EWR,IND,98,645,EV,2013-09-01,on_time,2013-09-01T20:00:00Z
927,4140,EWR,ATL,109,746,EV,2013-05-01,on_time,2013-05-01T13:00:00Z
1621,1078,EWR,SAT,229,1569,UA,2013-01-28,on_time,2013-01-28T21:00:00Z
651,654,JFK,PHX,288,2153,US,2013-05-25,on_time,2013-05-25T10:00:00Z
722,10,LGA,IAH,209,1416,UA,2013-01-25,on_time,2013-01-25T12:00:00Z
2002,1054,EWR,SFO,373,2565,UA,2013-01-16,late,2013-01-17T00:00:00Z
2020,427,JFK,LAX,339,2475,DL,2013-12-19,on_time,2013-12-20T01:00:00Z
1607,3412,JFK,RDU,76,427,9E,2013-05-20,on_time,2013-05-20T20:00:00Z
1451,1164,JFK,BOS,41,187,DL,2013-10-30,on_time,2013-10-30T18:00:00Z
1318,4628,EWR,STL,159,872,EV,2013-01-14,on_time,2013-01-14T18:00:00Z
1630,333,EWR,ORD,132,719,UA,2013-12-04,late,2013-12-04T20:00:00Z
1722,127,JFK,LAX,342,2475,DL,2013-03-15,on_time,2013-03-15T21:00:00Z
1448,4403,JFK,RDU,78,427,MQ,2013-02-27,on_time,2013-02-27T19:00:00Z
623,2,JFK,BUF,57,301,B6,2013-05-27,on_time,2013-05-27T10:00:00Z
1852,625,EWR,MDW,96,711,WN,2013-07-12,late,2013-07-12T22:00:00Z
2152,441,EWR,MDW,111,711,WN,2013-09-12,late,2013-09-12T22:00:00Z
1511,4447,LGA,RDU,75,431,MQ,2013-02-05,on_time,2013-02-05T20:00:00Z
958,1177,LGA,CLT,93,544,US,2013-01-04,on_time,2013-01-04T15:00:00Z
1658,1085,JFK,CLT,101,541,B6,2013-06-08,on_time,2013-06-08T21:00:00Z
646,311,LGA,DEN,241,1620,UA,2013-04-24,on_time,2013-04-24T10:00:00Z
1923,1053,EWR,CLE,58,404,UA,2013-06-21,late,2013-06-21T22:00:00Z
1236,1853,EWR,DFW,221,1372,AA,2013-03-17,on_time,2013-03-17T16:00:00Z
1413,4171,EWR,MSN,141,799,EV,2013-05-11,late,2013-05-11T17:00:00Z
1319,331,LGA,ORD,121,733,AA,2013-10-02,on_time,2013-10-02T17:00:00Z
839,4297,EWR,DTW,75,488,EV,2013-05-09,on_time,2013-05-09T12:00:00Z
704,2003,LGA,MIA,156,1096,DL,2013-12-21,on_time,2013-12-21T12:00:00Z
1922,153,JFK,PBI,140,1028,B6,2013-07-12,late,2013-07-12T22:00:00Z
2200,1729,JFK,LAS,293,2248,DL,2013-06-10,late,2013-06-11T01:00:00Z
1855,4131,EWR,RIC,51,277,EV,2013-02-17,on_time,2013-02-18T00:00:00Z
929,1519,EWR,STT,228,1634,UA,2013-04-22,late,2013-04-22T13:00:00Z
1601,3436,JFK,RDU,71,427,9E,2013-03-11,on_time,2013-03-11T20:00:00Z
808,1743,JFK,ATL,111,760,DL,2013-09-03,on_time,2013-09-03T12:00:00Z
1756,1999,EWR,MIA,156,1085,AA,2013-04-19,on_time,2013-04-19T21:00:00Z
800,1959,JFK,MCO,143,944,DL,2013-01-02,on_time,2013-01-02T13:00:00Z
812,1429,JFK,LAS,322,2248,DL,2013-11-21,on_time,2013-11-21T13:00:00Z
1727,4199,EWR,CVG,97,569,EV,2013-04-16,on_time,2013-04-16T21:00:00Z
1511,629,JFK,HOU,218,1428,B6,2013-06-09,late,2013-06-09T18:00:00Z
1350,2480,EWR,BOS,46,200,B6,2013-09-18,on_time,2013-09-18T18:00:00Z
624,4585,EWR,CLE,63,404,EV,2013-08-24,on_time,2013-08-24T10:00:00Z
2234,112,JFK,BUF,51,301,B6,2013-04-07,on_time,2013-04-08T02:00:00Z
839,1401,EWR,MIA,158,1085,UA,2013-05-29,on_time,2013-05-29T12:00:00Z
1651,706,JFK,AUS,223,1521,DL,2013-03-27,on_time,2013-03-27T20:00:00Z
1738,400,LGA,ATL,133,762,FL,2013-12-30,late,2013-12-30T22:00:00Z
1029,196,JFK,PHX,277,2153,US,2013-07-24,on_time,2013-07-24T14:00:00Z
657,4547,EWR,BNA,137,748,EV,2013-04-01,on_time,2013-04-01T11:00:00Z
740,163,JFK,SRQ,150,1041,B6,2013-12-05,on_time,2013-12-05T12:00:00Z
1451,4181,EWR,MCI,162,1092,EV,2013-03-11,on_time,2013-03-11T18:00:00Z
2024,244,EWR,SAN,347,2425,UA,2013-03-22,late,2013-03-22T23:00:00Z
1158,4495,EWR,SAV,125,708,EV,2013-12-24,on_time,2013-12-24T16:00:00Z
1200,1685,LGA,MCO,132,950,DL,2013-11-22,on_time,2013-11-22T17:00:00Z
1127,1875,LGA,TPA,140,1010,DL,2013-05-10,on_time,2013-05-10T15:00:00Z
1651,773,LGA,DFW,203,1389,AA,2013-05-30,on_time,2013-05-30T20:00:00Z
1756,1047,LGA,ATL,122,762,DL,2013-01-17,on_time,2013-01-17T23:00:00Z
619,669,EWR,LAS,307,2227,UA,2013-04-21,on_time,2013-04-21T10:00:00Z
1159,3305,LGA,MKE,125,738,9E,2013-11-10,on_time,2013-11-10T17:00:00Z
804,346,LGA,ATL,104,762,FL,2013-09-30,on_time,2013-09-30T12:00:00Z
945,251,JFK,LAS,296,2248,VX,2013-09-01,on_time,2013-09-01T13:00:00Z
840,4388,EWR,JAX,129,820,EV,2013-07-04,on_time,2013-07-04T12:00:00Z
655,1674,LGA,ORD,105,733,UA,2013-07-14,on_time,2013-07-14T11:00:00Z
1132,2219,LGA,MSP,131,1020,DL,2013-07-12,on_time,2013-07-12T15:00:00Z
1247,4666,EWR,JAX,116,820,EV,2013-05-09,late,2013-05-09T15:00:00Z
855,485,EWR,ATL,96,746,DL,2013-05-14,on_time,2013-05-14T13:00:00Z
1822,1611,LGA,MIA,148,1096,AA,2013-12-04,on_time,2013-12-04T23:00:00Z
2233,112,JFK,BUF,55,301,B6,2013-02-05,on_time,2013-02-06T03:00:00Z
1029,179,JFK,SFO,324,2586,AA,2013-08-24,on_time,2013-08-24T14:00:00Z
2037,5395,LGA,TVC,97,655,EV,2013-08-02,on_time,2013-08-02T23:00:00Z
1612,3638,JFK,PHL,27,94,9E,2013-02-21,late,2013-02-21T18:00:00Z
707,1171,EWR,BNA,103,748,WN,2013-05-19,on_time,2013-05-19T11:00:00Z
955,251,JFK,LAS,297,2248,VX,2013-06-28,on_time,2013-06-28T13:00:00Z
1218,4178,EWR,DTW,82,488,EV,2013-06-05,on_time,2013-06-05T16:00:00Z
1123,2380,EWR,BOS,36,200,B6,2013-10-18,on_time,2013-10-18T15:00:00Z
1708,4703,EWR,GRR,103,605,EV,2013-03-15,late,2013-03-15T19:00:00Z
555,4424,EWR,RDU,62,416,EV,2013-06-20,on_time,2013-06-20T10:00:00Z
621,4522,EWR,BNA,108,748,EV,2013-11-14,on_time,2013-11-14T11:00:00Z
1436,4572,EWR,GSP,89,594,EV,2013-07-29,on_time,2013-07-29T18:00:00Z
1642,3532,LGA,XNA,170,1147,MQ,2013-06-27,late,2013-06-27T19:00:00Z
554,774,EWR,RSW,157,1068,UA,2013-06-07,on_time,2013-06-07T10:00:00Z
822,4134,EWR,MCI,144,1092,EV,2013-09-04,on_time,2013-09-04T12:00:00Z
629,4471,EWR,CLT,77,529,EV,2013-06-20,on_time,2013-06-20T10:00:00Z
805,4148,EWR,BOS,41,200,EV,2013-09-01,on_time,2013-09-01T12:00:00Z
1616,1331,JFK,DEN,220,1626,DL,2013-01-04,on_time,2013-01-04T21:00:00Z
910,867,JFK,BOS,39,187,DL,2013-07-06,on_time,2013-07-06T13:00:00Z
953,258,LGA,ORD,125,733,UA,2013-01-24,on_time,2013-01-24T14:00:00Z
1154,4097,JFK,BWI,38,184,9E,2013-08-11,on_time,2013-08-11T15:00:00Z
1310,4120,EWR,BUF,57,282,EV,2013-01-23,on_time,2013-01-23T18:00:00Z
1317,3818,EWR,STL,144,872,EV,2013-02-14,on_time,2013-02-14T18:00:00Z
1218,1266,EWR,SFO,326,2565,UA,2013-05-10,on_time,2013-05-10T16:00:00Z
725,1949,JFK,LAS,296,2248,AA,2013-08-09,on_time,2013-08-09T11:00:00Z
833,443,JFK,LAX,297,2475,UA,2013-07-01,on_time,2013-07-01T12:00:00Z
1413,1618,EWR,TPA,166,997,UA,2013-01-21,on_time,2013-01-21T19:00:00Z
1950,1292,EWR,FLL,150,1065,UA,2013-06-11,on_time,2013-06-11T23:00:00Z
1937,3433,JFK,PIT,55,340,9E,2013-09-19,on_time,2013-09-19T23:00:00Z
1827,87,JFK,SLC,272,1990,B6,2013-03-09,on_time,2013-03-09T23:00:00Z
809,1167,JFK,TPA,138,1005,DL,2013-08-23,on_time,2013-08-23T12:00:00Z
2007,3783,JFK,CMH,81,483,MQ,2013-02-03,late,2013-02-04T00:00:00Z
822,385,EWR,BOS,44,200,UA,2013-05-20,on_time,2013-05-20T12:00:00Z
2131,1020,JFK,BOS,41,187,B6,2013-05-13,on_time,2013-05-14T01:00:00Z
1828,1047,LGA,ATL,116,762,DL,2013-01-22,late,2013-01-22T23:00:00Z
1647,137,JFK,RSW,162,1074,B6,2013-02-27,late,2013-02-27T20:00:00Z
650,711,LGA,DFW,204,1389,AA,2013-04-15,on_time,2013-04-15T10:00:00Z
2009,1482,EWR,PHX,321,2133,UA,2013-03-17,late,2013-03-17T23:00:00Z
1007,353,LGA,CAK,60,397,FL,2013-05-31,on_time,2013-05-31T14:00:00Z
1640,1394,JFK,PDX,331,2454,DL,2013-03-04,on_time,2013-03-04T21:00:00Z
1408,298,EWR,LAS,294,2227,UA,2013-08-18,late,2013-08-18T18:00:00Z
618,587,EWR,LAS,284,2227,UA,2013-09-11,on_time,2013-09-11T10:00:00Z
1152,863,JFK,LAX,367,2475,DL,2013-03-18,on_time,2013-03-18T16:00:00Z
757,1246,EWR,SFO,342,2565,UA,2013-12-17,on_time,2013-12-17T12:00:00Z
727,33,JFK,LAX,343,2475,AA,2013-02-20,on_time,2013-02-20T12:00:00Z
